오디션 명,기획사 명,시작 나이,끝 나이,분야,성별,접수 마감일,상세정보,URL,
2023 SOURCE MUSIC GLOBAL AUDITION,쏘스뮤직,2006,0,"보컬,랩,댄스,작사·작곡·프로듀서,기타",여자,2023-04-30,"지원자격
2006년 이후 출생 여자, 국적 제한 없음
(23년 기준 18세 이하)

오디션 진행 일정
4/1 (토) ~ 4/30 (일)

지원분야
- 보컬, 랩, 댄스, 작곡, 기타 (악기, 연기 등) 중 1개 선택
- 자기소개 및 포지션 별 영상 1개 (1분 이상) 필수 제출

접수안내
한국어, 영어, 일본어의 언어별 지원서 중에서
지원자가 희망하는 언어로 서류 접수 가능합니다.

합격자 발표
합격자에 한하여 개별 연락드립니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&document_srl=500630,11
미스틱스토리 온라인 오디션(2023년 4월),미스틱 스토리,2004,2011,"보컬,연기,작사·작곡·프로듀서,기타",모두,2023-04-30,"[미스틱스토리 온라인 오디션]

● 지원 기간
2023년 04월 01일 ~ 04월 30일

● 지원 자격
2004년 ~ 2011년 출생자, 성별 / 국적 무관
(작곡, 작사 부문은 제한 없음)

● 지원 분야
가수, 연기자, 밴드, 작곡, 작사

● 지원 방법
① 이름, 국적, 성별, 생년월일, 키, 몸무게, 연락처 기재
② 필터를 사용하지 않은 정면 사진, 전신 사진 첨부
③ 보컬, 랩, 댄스, 연기 영상 첨부 / 작곡, 작사 파일 첨부
④ 미스틱 스토리 오디션 메일 mailto:audition@mysticstory.net 로 발송

● 합격자 발표
합격자에 한하여 2주 이내 개별 연락",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=500520,12
JYP 2023년 4월 첫째주 센터오디션(JYP Monthly Audition),JYP 엔터테인먼트,2001,2012,"보컬,랩,댄스,연기,모델",모두,2023-04-02,"2023년 4월 첫째주 센터오디션 안내

● 날짜: 2023년 4월 2일 일요일
● 시간: 오후 1시~4시 (4시 이후 입장 절대 불가)
● 대상: 2001년생~2012년생 / 성별, 국적 제한 없음
● 장소: JYP Center (서울시 강동구 강동대로 205)
● 지원분야: 보컬 / 랩 / 댄스 / 연기 / 모델
● 참여방법: 현장 접수

● 주의사항
?신분증 반드시 준비(학생증, 여권, 등본 등) 없을 시 참여 제한
?보컬/랩/댄스/연기/모델 중 한 분야만 지원 가능
?댄스 지원자는 반드시 휴대폰 음원 지참(CD 및 USB 불가)
?팀 지원 가능

여러분의 많은 참여 기다리고 있겠습니다
감사합니다.

[April, 2023 First JYP Monthly Audition]

● Date: April 2nd, 2023 (SUN)
● Time: pm1:00~pm4:00 (No entrance after pm4:00)
● Qualification: Anyone born between 2001~2012 regardless of their gender and nationality
● Place: JYP Center (205, Gangdong-daero Gangdong-gu, Seoul)
● Audition Categories: VOCAL / RAP / DANCE / ACTING / MODEL
● How to Apply: Walk-in Registration

● Keep in Mind
?You must bring your ID (ex. passport) to participate
?You can only apply for one audition category. (VOCAL/RAP/DANCE/ACTING/MODEL)
?Dance applicants must prepare their dance music on their phones. (NO physical CD or USB)
?You may apply as a team

We will be waiting for your participation",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=500403,13
2023 ADOR Global Audition : The Real Hype Boys,ADOR,2004,2012,제한없음,남자,2023-04-13,"1. 안내사항
1차 온라인 접수 기간: 2023-03-28(화) 13:00 KST ~ 2023-04-13(목) 13:00 KST
2차 대면 오디션: 시간 및 장소 안내는 1차 온라인 접수 기간이 종료된 후 1차 합격자에 한하여 개별 연락드립니다.

2. 지원자격
연령: 2004년 ~ 2012년 사이 출생자
성별: 남자

3. 지원형태
개인
팀
- 팀 지원 시 인원 제한은 없으나 모든 팀원의 개별 접수가 필요합니다.

4. 지원분야
제한 없음
- 본인이 보여줄 수 있는 어떠한 재능이라도 지원 가능합니다.

5. 오디션 날짜
2023년 4월 13일 ",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=500329,14
유니크튠즈 2023년 데뷔 신인 걸그룹 공개 오디션,유니크튠즈,2001,2007,"보컬,랩,댄스,기타",여자,2023-04-07,"유니크튠즈 2023년 데뷔 신인 걸그룹 공개 오디션

걸그룹 아트비트, 싱어송라이터 우지원, 알앤비 뮤지션 수란(과거 소속)의 레이블
유니크튠즈입니다.
2023년 데뷔 예정인 신인 걸그룹 오디션을 개최합니다.
자세한 내용은 공식 홈페이지(www.uniquetunes.net)와 아래의 내용을 참고하시길 바랍니다.

● 지원 기간
2023년 03월 25일 ~ 04월 07일 2주간

● 지원 자격
나이: 2007년생 - 2001년생 성별: 여자 국적: 무관

● 지원 분야
신인 아이돌(걸그룹) / 장르: 댄스

● 지원 방법
① 이름, 국적, 성별, 생년월일, 키, 몸무게, 연락처 기재
② 필터를 사용하지 않은 정면 사진, 전신 사진 첨부
③ 보컬, 랩, 댄스 등 지원하는 분야 영상 첨부
④ 유니크튠즈 이메일 uniquetunes@naver.com 발송

● 합격자 발표
합격자에 한하여 2주 이내 개별 연락 후 대면 오디션",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=499672,15
"""울림 IM ___?___ AUDITION""",울림엔터테인먼트,2002,2013,제힌없음,모두,2023-03-31,"I'M ___?___ AUDITION

지원 일정
2023년 03월 06일(월) ~ 2023년 03월 31일(금)

지원 자격
2002년 ~ 2013년 출생자 / 성별, 국적 무관

지원 방법
울림 공식 오디션 이메일로 지원 양식 및 영상 제출
(audition@woolliment.com)

지원 양식
메일 제목 - [I'M ___?___ AUDITION] 이름, 성별, 생년월일
내용 - 이름, 생년월일, 국적, 키, 체중, 연락처, SNS ID, 경력사항, 60초 사이의 자유로운 자기소개 영상

안내사항
· 과한 보정이나 필터 적용, 마스크 착용으로 이미지 확인이 어려운 영상은 심사에서 제외됩니다.
· 본 오디션 결과는 3월 31일 내에 합격자에 한하여 개별 연락드립니다.

오디션 문의
울림 신인개발팀 인스타그램 DM
(@woollimaudition)",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=498327,16
FNC 엔터테인먼트 2023년 3월 공개 오디션,FNC 엔터테인먼트,"200,419,992,004",0,"보컬,랩,댄스,연기,기타",모두,2023-03-26,"안녕하세요. FNC엔터테인먼트 캐스팅팀입니다.
3월 26일 공개 오디션 및 일정을 안내드립니다.

3월 진행되는 공개 오디션은 '코로나19 예방 수칙에 의거하여 진행될 예정입니다.
※ 마스크 미 착용 시 출입 및 오디션 진행 불가

1. 공정한 참여 기회를 위해 공개 오디션 참가 후 6개월 이내 공개 오디션 재접수가 불가능합니다.
2. 신청 후 오디션 불참 시, 향 후 FNC에서 진행하는 모든 오디션 참가에 불이익이 있을 수 있사오니 반드시 참가가 가능하신 분만 신청 해 주시기 바랍니다.
3. 코로나 19 예방 수칙에 의거하여 진행될 예정입니다.

■ 지원분야
보컬, 랩, 피아노, 드럼, 기타, 베이스, 연기, 비주얼, 댄스

■ 지원 자격 
① 가수파트 : 04년생 이후 출생자 
② 연기파트 : 99년생 이후 출생자
③ 악기연주 파트 : 04년생 이후 출생자

→지원 자격에 적합하신 분에 한해서 국적, 성별, 학력 제한은 없습니다.

■ 3월 공개 오디션 일정
2023년 3월 26일 (일)

■ 진행장소
@FNC트레이닝센터 (서울 강남구 도산대로 511)
※지도 앱에서 도로명 주소를 검색해 주세요.

■ 접수 방법 및 시간
현장 접수 (당일 오전 11시 ~ 오후 2시까지)

■ 분야 별 준비사항
-보컬/랩: 무반주로 1분가량 가요로 준비
-댄스: 자유곡 1절 (본인이 음원 직접 준비)
-연기: 자유 연기 1개 준비
-비주얼: 자기PR 30초 준비
-악기 연주: 피아노, 드럼, 기타, 베이스 등 실용음악에 관련된 모든 악기에 대한 프리스타일 연주 (1분가량 평가)
※현장상황상 연주 영상을 촬영하여 영상으로 준비 부탁드립니다.

■ 합격자 발표
합격자에 한하여 개인 연락처로 개별 통보

■ 특별혜택
최종오디션 합격자 전원에게는 연습생계약 및 트레이닝 기회 부여

* 공정한 참여 기회를 위해 공개 오디션 참가 후 6개월 이내 공개 오디션 재접수가 불가능합니다.
* 신청 후 오디션 불참 시, 향 후 FNC에서 진행하는 모든 오디션 참가에 불이익이 있을 수 있사오니 반드시 참가가 가능하신 분만 신청 해 주시기 바랍니다.
* 코로나 19 예방 수칙에 의거하여 진행될 예정입니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=498090,17
2023 미스틱스토리 온라인 오디션 (3월),미스틱 스토리,2004,2011,"보컬,연기,작사·작곡·프로듀서,기타",모두,2023-03-31,"[미스틱스토리 온라인 오디션]

● 지원 기간
2023년 03월 01일 ~ 03월 31일

● 지원 자격
2004년 ~ 2011년 출생자, 성별 / 국적 무관
(작곡, 작사 부문은 제한 없음)

● 지원 분야
가수, 연기자, 밴드, 작곡, 작사

● 지원 방법
① 이름, 국적, 성별, 생년월일, 키, 몸무게, 연락처 기재
② 필터를 사용하지 않은 정면 사진, 전신 사진 첨부
③ 보컬, 랩, 댄스, 연기 영상 첨부 / 작곡, 작사 파일 첨부
④ 미스틱 스토리 오디션 메일 mailto:audition@mysticstory.net 로 발송

● 합격자 발표
합격자에 한하여 2주 이내 개별 연락",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=497727,18
JYP 2023년 3월 첫째주 센터오디션,JYP 엔터테인먼트,2001,2012,"보컬,랩,댄스,연기,모델",모두,2023-03-05,"[2023년 3월 첫째주 센터오디션 안내]

날짜: 2023년 3월 5일 일요일
시간: 오후 1시~4시 (4시 이후 입장 절대 불가)
대상: 2001년생~2012년생 / 성별, 국적 제한 없음
장소: JYP Center (서울시 강동구 강동대로 205)
지원분야: 보컬 / 랩 / 댄스 / 연기 / 모델
참여방법: 현장 접수

주의사항
?신분증 반드시 준비(학생증, 여권, 등본 등) 없을 시 참여 제한
?보컬/랩/댄스/연기/모델 중 한 분야만 지원 가능
?댄스 지원자는 반드시 휴대폰 음원 지참(CD 및 USB 불가)
?팀 지원 가능

여러분의 많은 참여 기다리고 있겠습니다. 
감사합니다.

[March, 2023 First JYP Monthly Audition]

Date: March 5th, 2023 (SUN)
Time: pm1:00~pm4:00 (No entrance after pm4:00)
Qualification: Anyone born between 2001~2012 regardless of their gender and nationality
Place: JYP Center (205, Gangdong-daero Gangdong-gu, Seoul)
Audition Categories: VOCAL / RAP / DANCE / ACTING / MODEL
How to Apply: Walk-in Registration

 Keep in Mind
?You must bring your ID (ex. passport) to participate
?You can only apply for one audition category. (VOCAL/RAP/DANCE/ACTING/MODEL)
?Dance applicants must prepare their dance music on their phones. (NO physical CD or USB)
?You may apply as a team

We will be waiting for your participation!
Thank you.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=497514,19
유니크튠즈(걸그룹 아트비트 우지원) 2023년 데뷔 아이돌 및 보컬 공개 오디션,유니크튠즈,0,2007,"보컬,랩,댄스,기타",여자,2023-03-13,"유니크튠즈 2023년 데뷔 아이돌 및 보컬 공개 오디션
걸그룹 아트비트, 싱어송라이터 우지원, 알앤비 뮤지션 수란(과거 소속), 밴드 트리스(과거 소속)의 레이블 유니크튠즈입니다
2023년 데뷔 아이돌 오디션 및 보컬(싱어송라이터 포함) 오디션을 개최합니다 
자세한 내용은 공식 홈페이지(www.uniquetunes.net)와 아래의 내용을 참고하시길 바랍니다.

● 지원 기간
2023년 02월 27일 ~ 03월 13일

● 지원 자격
나이, 성별 / 국적 무관

● 지원 분야
아이돌, 보컬(싱어송라이터), 밴드 등 / 장르 무관

● 지원 방법
① 이름, 국적, 성별, 생년월일, 키, 몸무게, 연락처 기재
② 필터를 사용하지 않은 정면 사진, 전신 사진 첨부
③ 보컬, 랩, 댄스 등 지원하는 분야 영상 첨부 
④ 유니크튠즈 이메일 uniquetunes@naver.com 발송

● 합격자 발표
합격자에 한하여 2주 이내 개별 연락 후 대면 오디션",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=497348,20
2023 YG MONTHLY AUDITION(2월),YG 엔터테인먼트,2004,2012,"보컬,랩,댄스,기타",모두,2023-02-15,"2023.02 YG MONTHLY AUDITION

매월 진행되는 1:1 온라인 화상 오디션

지금부터 48시간내 오디션 지원 신청자 중 랜덤 선정된 100인에 한해 YG 오디션 담당자와 1:1 오디션을 진행합니다.

지금 바로 YG MONTHLY AUDITION에 지원해주세요!
https://forms.gle/6r8TYeAGg2eSakT3A

[지원기간] : 2월 13일 12:00(KST) ~ 2월 15일 12:00(KST)

[화상오디션 일정] : 2월 22일
*대상 선정 및 오디션 안내 메일은 2월 17일까지 발송 예정

[모집대상] : 2004년~2012년생 남녀 누구나

[지원분야] :
보컬 : 가장 자신있는 노래 1분 30초 전후, 음원없이
랩 : 가장 자신있는 랩 1분 30초 전후, 음원없이
댄스 : 가장 자신있는 댄스 1분 전후
기타(비주얼, 끼, 연기 등) : 1분 전후로 자신의 매력 어필

1:1 online video audition held every month.

Within 48 hours from now on, only 100 applicants are randomly selected for the audition. We will hold a 1:1 audition with the person in charge of the YG audition.

Please apply for YG MONTHLY AUDITION right now!
https://forms.gle/6r8TYeAGg2eSakT3A

[Application Period] : 2/13 12:00(KST) ~ 2/15 12:00(KST)

[Video Audition Date] : 2/22
*The selection of applicants and confirmation email will be sent by 17th February.

[Qualification] : Anyone born between 2004-2012

[Category] :
Vocal : The most confident song around 1:30mins without music.
Rap : The most confident rap around 1:30mins without music.
Dance : The most confident dance around a minute with music.
Etc.(Looks, Talents, Acting) : Turn on your talents for around a minute.

每月都?行的1:1?上?秀

??在起48小??，在申????名者中?机?出的100人，?YG?秀??人?行1:1的?上?秀

立?申? YG MONTHLY AUDITION !
https://forms.gle/6r8TYeAGg2eSakT3A

[?名??] : 2月 13日 12:00(KST) ~ 2月 15日 12:00(KST)

[?秀日期] : 2月 22日
*???象?拔?果及??相?通知?件??于2月17日截止?出

[招募?象] : 2004年至~2012年出生，男女皆可

[?名?域] :
歌曲 : 最有自信的歌曲1分30秒左右, ?有伴奏
?唱 : 最有自信的?唱1分30秒左右, ?有伴奏
舞蹈 : 最有自信的舞蹈1分?左右
其他(外貌, 才能, 表演等) : 在1分?左右的??里展?自己的魅力

?月行われる1:1のオンライン非?面オ?ディション

2/13(月)12:00から48時間以?にご?募頂いた方の中から100名?を抽選し、YGオ?ディション??者と1:1のオンライン非?面オ?ディションを行います。

今すぐYG MONTHLY AUDITIONにご?募ください！
https://forms.gle/6r8TYeAGg2eSakT3A

[?募期間] : 2/13(月) 12:00(KST) ~ 2/15(水) 12:00(KST)

[非?面オ?ディションの日程] : 2/22(水)
*?選結果及びオ?ディションの詳細は2/17(金)までにメ?ル送信予定

[?募資格] : 2004年~2012年生まれの男女不問

[?募分野] :
ボ?カル : 一番自信のある歌を1分30秒前後、アカペラで
ラップ : 一番自信のあるラップを1分30秒前後、アカペラで
ダンス : 一番自信のあるダンスを１分前後
その他(ルックス、タレント、演技など) : １分前後で自分の魅力をアピ?ル",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=495284,21
BIGHIT MUSIC NEW BOY GROUP AUDITION with HYBE LABELS,BIGHIT MUSIC,2005,2013,제한없음,남자,2023-04-23,"현장 오디션
오디션 일정
일정
지역
장소 및 주소
4/1
제주
용담다목적생활문화센터
제주 제주시 용해로 80-10
4/2
부산
수영구청소년문화의집
부산 수영구 수영로 521번길 77
4/8
대전
예람인재교육센터
대전 중구 계룡로 814 예람빌딩 3층
4/9
대구
남구청소년창작센터
대구 남구 중앙대로 45길 53
4/15
인천
가좌청소년센터
인천 서구 원적로 7번길 12
4/16
광주
57콘서트홀
광주 동구 중앙로 160번길 23-4 6층
4/22
서울
용산꿈나무종합타운
서울 용산구 백범로 329
* 위 일정은 코로나19 상황에 따라 변경 및 취소될 수 있습니다.
* 현장 오디션 이후 최종 합격자에게는 BIGHIT MUSIC 트레이닝 &연습생 계약 기회가 부여됩니다.

지원 분야 &준비 사항
? '나'의 매력을 보여줄 수 있는 모든 분야 
(자기소개/보컬/랩/댄스/악기/스포츠/연기 등)
* 필요 시 음원은 개인 핸드폰에 지참해주세요.

지원 방법
? 사전 접수
아래 버튼을 클릭하여 사진과 지원서 제출(오디션별 전날 오후 6시까지 접수 가능)
https://bighitaudition.com/apply-email/91

* 접수 순서대로 오디션 참가 시간 안내 예정입니다.

? 현장 접수
당일 낮 12시 오픈되며, 현장 접수는 모바일로 진행되므로 인터넷 접속 가능한 기기를 필수로 지참해 주세요.
* 사전 접수 인원 우선 진행 후 현장 접수 인원 진행됩니다.

[온라인 오디션]
현장 오디션에 참가하기 어렵다면 온라인 오디션에 지원하세요.

지원 기간
2023년 2월 10일 ~ 2023년 4월 23일

지원 분야 &준비 사항
? '나'의 매력을 보여줄 수 있는 모든 분야
(셀피/패션/음악/스포츠/연기 등)

지원 나이
2005년생부터 2013년생까지

지원 방법
아래 버튼을 클릭하여 사진과 지원서 제출
https://bighitaudition.com/apply-email/91

* 사진은 본인의 얼굴이 잘 보일 수 있도록 필터가 적용되지 않은 정면 사진을 제출해 주세요.
* 추가 자료 (사진 및 영상)은 필수 항목이 아니며 희망하는 지원자에 한해 제출해 주세요.
* 합격자에 한하여 오디션 접수 시 기재한 연락망으로 개별 통보 드리며, 
최종 합격자에게는 BIGHIT MUSIC 트레이닝 &연습생 계약 기회가 부여됩니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=2&document_srl=494748,22
미스틱스토리 온라인 오디션(2월),미스틱 스토리,2004,2011,"보컬,연기,작사·작곡·프로듀서,기타",모두,2023-02-28,"미스틱스토리 온라인 오디션

● 지원 기간
2023년 02월 01일 ~ 02월 28일

● 지원 자격
2004년 ~ 2011년 출생자, 성별 / 국적 무관
(작곡, 작사 부문은 제한 없음)

● 지원 분야
가수, 연기자, 밴드, 작곡, 작사

● 지원 방법
① 이름, 국적, 성별, 생년월일, 키, 몸무게, 연락처 기재
② 필터를 사용하지 않은 정면 사진, 전신 사진 첨부
③ 보컬, 랩, 댄스, 연기 영상 첨부 / 작곡, 작사 파일 첨부
④ 미스틱 스토리 오디션 메일 audition@mysticstory.net 로 발송

● 합격자 발표
합격자에 한하여 2주 이내 개별 연락",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=3&document_srl=493777,23
2023 Jellyfish ACTOR AUDITION,젤리피쉬 엔터테인먼트,1998,2007,연기,남자,2023-02-19," 2023 Jellyfish ACTOR AUDITION
?
2019년에 이어 4년 만에 <2023 Jellyfish ACTOR AUDITION>이 개최됩니다.
오랜만에 찾아온 Jellyfish ACTOR AUDITION에 많은 관심과 지원 부탁드립니다.
?
자세한 내용은 아래를 확인해주세요!
?
지원기간
2023.02.03 ~ 2023.02.19
?
지원자격
대한민국 국적의 남성
1999년 이후 2007년생 이전 출생자 (군필자, 면제자에 한해 1998년생까지 지원 가능)
?
지원방법
이메일 지원: audition@jelly-fish.co.kr
메일 제목: [연기자]이름_생년월일
제출서류
1) 사진: 상반신컷, 전신컷, 자유컷
2) 프로필: JPG 혹은 PDF 파일
3) 영상: 자유연기(3분 이내), 특기
?
오디션절차
1차 영상 심사
2차 실물 오디션
?
합격자발표
3월 중 합격자에 한해 개별 연락
?
문의
인스타그램 @jelly_audition",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=3&document_srl=493567,24
2023 TOP MEDIA AUDITION : Face To Face,티오피미디어,2005,2013,제한없음,모두,2023-02-28,"2023 TOP MEDIA AUDITION
Face To Face

매주 화/목/일, 오후 5시부터 8시까지 우리랑 페톡해요!

지원 대상
국적 성별 불문 2005년생 이후 ~ 2013년생 이전 출생 지망생

지원 방법
① 카카오톡 ID로 추가 → topaudition
② 준비가 됐다면 페이스톡을 걸어주세요
③ 신인개발팀 담당자와 함께 해주시면 됩니다

오디션 일정
STEP 1. 신인개발팀과의 페이스톡 (2023.02.28 마감)
STEP 2. 본사 비공개 오디션 (1차 합격자 개별 안내)
STEP 3. 최종 오디션

합격자 혜택
TOP MEDIA 연습생 계약 기회 제공

*오디션 결과는 합격자에 한하여 개별 연락 드립니다.
*인터넷 연결 문제로 인해 소통에 일부 어려움이 있을 수 있습니다.
*오디션 일정은 상황에 따라 변동될 수 있고, 최종 합격자가 없을 수도 있습니다.
*해외 거주 지원자의 경우 연습생 계약 시 국내 트레이닝이 가능하여야 합니다.
※오디션 진행에 발생되는 콘텐츠의 저작권은 TOP MEDIA에 귀속됩니다.



2023 TOPMEDIA AUDITION
Face To Face

Every Tue/Thu/Sun from 5pm to 8pm Let's do face talk with us!

Qualification
Regardless of gender born in 2005 ~ 2013, No limit on nationality

How to apply
① Add as KakaoTalk ID → topaudition
② If you're ready, please call me on FaceTalk
③ Please join our casting manager

Audition procedure
STEP 1. Face Talk with the Artist development team (Feb.28, 2023 Closing)
STEP 2. Closed audition at TOP MEDIA
*Informed individually only for participants who passed audition
STEP 3. Final Audition

Benefits
Opportunity to qualified as a TOP MEDIA Trainee

*We will be contacted individually only for participants who passed audition
*Communication might be difficult due to Internet connection problems
*Global applicants must be able to be training in Korea after contract TOP MEDIA trainee
*The audition schedule may change depending on the situation and there might be no one about successful applicant
※The copyright of the content generated during the audition is attributed to TOP MEDIA",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=3&document_srl=493511,25
2023 WAKEONE 졸업사진 자랑대회 비.주.얼 오디션,웨이크원,"200,320,062,009",0,기타,모두,2023-02-24,"WAKEONE “졸업사진 자랑대회”
예쁘게, 멋있게 나온 나의 “졸업사진”, 추억으로만 간직하기엔 너~무 아쉽다!
인증만 해도 자동 지원되는 비.주.얼 오디션

본인의 사진 또는 추천해주고 싶은 친구의 [2022년 졸업사진]을 보내주세요 
오직!!! 아무 조건 없이!! “졸업사진”만으로 선발합니다.

지원기간
2023년 1월 30일 ~ 2023년 2월 24일

지원자격
2022학년도 초,중,고 졸업자 (성별, 국적 무관)

지원방법
본인 또는 친구의 ""2022년 졸업사진""(초,중,고)
이름/나이(사진주인정보)와 함께 DM으로 전송하면 끝!

졸업사진에서 추가의 보정은 불가합니다. 
원본 그대로 지원해주세요~

추천인 중 2차 대상자가 나올 경우,
추첨을 통해 3분께 스타벅스 기프티콘을 증정합니다. 

2차 오디션 진행 대상자에 한해서만 개별 연락 드립니다. 
자세한 문의 사항은 댓글로만 가능합니다. ",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=3&document_srl=492697,26
2023 CUBE 1ST AUDITION,큐브 엔터테인먼트,2006,0,"보컬,랩,댄스,기타",모두,2023-02-19,"안녕하세요. 큐브 신인개발팀입니다.
2023 CUBE 1ST AUDITION
큐브의 차기 신인을 찾습니다

지원 자격 (국적 무관)
2006년생 이후 출생 남성
2006년생 이후 출생 여성

접수 기간
2023. 2. 1 (수) ? 2. 19 (일)

합격자 혜택
큐브엔터테인먼트 연습생 기회 제공

결과 발표
합격자에 한하여 추후 개별 공지

접수 방법
① 지원 영상 촬영
- 보컬, 랩: 1분 내외 분량 (무반주/자유곡, 상반신 촬영)
- 댄스: 1분 내외 분량 (자유곡, 전신 촬영)
- 비주얼: 30초 내외 분량의 자기 PR 영상 (상반신 촬영)
② 필수 기재 내용 작성
- 이름, 생년월일, 키/몸무게, 거주지, 연락처, SNS ID
- 경력 (보컬 및 댄스 레슨 기간, 타 회사 연습생 기간 등)
③ 이메일로 전송
- cubecasting@cubeent.co.kr

문의
큐브 신인개발팀 카카오플러스친구 (ID: 큐브신인개발팀 또는 cubeaudition)",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=3&document_srl=491865,27
